# npulse_e = 2
#    pol_e = (  1.000000000E+00, 0.000000000E+00, 0.000000000E+00 ) in-phase    
#          = (  0.000000000E+00, 0.000000000E+00, 0.000000000E+00 ) out-of-phase
#     hE_0 =  2.667700000E-01
#     hw_e =  1.140000000E-01
#    tau_e =  2.070000000E+01
#  delay_e =  0.000000000E+00
#    pol_e = (  1.000000000E+00, 0.000000000E+00, 0.000000000E+00 ) in-phase    
#          = (  0.000000000E+00, 1.000000000E+00, 0.000000000E+00 ) out-of-phase
#     hE_0 =  2.000000000E-01
#     hw_e =  1.140000000E-01
#    tau_e =  6.832000000E+02
#  delay_e =  1.138700000E+03
#    Time [ps]   , occupation                                        _d
 4.840000000E-07   8.834544837E+00
 6.348678293E-06   8.834544828E+00
 1.714334575E-05   8.834543421E+00
 2.874570475E-05   8.834527121E+00
 3.834467230E-05   8.834479142E+00
 4.755435382E-05   8.834360266E+00
 5.612729341E-05   8.834135064E+00
 6.409401370E-05   8.833769070E+00
 7.155371962E-05   8.833228881E+00
 7.860501240E-05   8.832481945E+00
 8.532850637E-05   8.831496759E+00
 9.178570592E-05   8.830243523E+00
 9.802207148E-05   8.828695066E+00
 1.040705361E-04   8.826827912E+00
 1.099545487E-04   8.824623319E+00
 1.156905244E-04   8.822068151E+00
 1.212898174E-04   8.819155456E+00
 1.267603062E-04   8.815884648E+00
 1.321076491E-04   8.812261287E+00
 1.373362561E-04   8.808296474E+00
 1.424499988E-04   8.804005972E+00
 1.474526817E-04   8.799409173E+00
